theme;question;reponse
Commande et Paiement;"J’ai annulé ma commande avec le service client, mais celle-ci apparaît toujours en statut ""en livraison"".";"Lorsque vous procédez à l’annulation de votre commande mais que celle-ci a déjà été remise au transporteur, le statut restera ""en livraison"". Rassurez-vous, le nécessaire a bien été fait de notre côté !"
Commande et Paiement;Comment passer commande ?;Pour passer commande depuis notre site internet, c’est très simple ! Créez un compte client en renseignant vos coordonnées personnelles et vous pourrez ainsi réaliser votre liste d’envies shopping ou confirmer les articles ajoutés à votre panier. Et si vous souhaitez être accompagné pour passer commande, plusieurs solutions s'offrent à vous : Appelez-nous au 0805 98 12 90 et tapez 2 pour être mis en relation avec notre service vente. Des vendeurs pourront vous conseiller et vous accompagner en direct dans vos choix. Rendez-vous en magasin où nos vendeurs seront heureux de vous accueillir et de vous conseiller pour un devis ou pour passer commande. Pour connaître les moyens de paiement autorisés sur Internet, cliquez ici. Pour connaître les moyens de paiement autorisés en magasin, cliquez ici. 
Commande et Paiement;Je souhaite ajouter un article à ma commande.;Une fois votre commande validée, on ne l'arrête plus ! Il n’est donc plus possible de la modifier : nous vous invitons à passer une nouvelle commande pour votre coup de cœur de dernière minute ! Pour être mis en relation avec nos vendeurs, appelez-nous au 0805 98 12 90 et tapez 2. 
Commande et Paiement;Je souhaite modifier mon adresse de facturation.;Vous pouvez modifier votre adresse de facturation lors de la création d’une commande à l’étape Paiement de la validation de commande, encart Mon carnet d'adresse. Cette modification sera effective sur la commande en cours. Vous pouvez également modifier ces informations depuis votre compte client, en cliquant sur Mes informations personnelles puis Adresses. La modification sera applicable sur les futures commandes uniquement. Attention, il n’est plus possible de modifier votre adresse de facturation une fois votre commande validée.
Commande et Paiement;Quels sont les moyens de paiement sur Internet ?;Une commande effectuée sur notre site Internet peut être réglée par : Carte bancaireVirement bancaireChèquePayPalPaiement en 4 fois sans fraisCrédit CetelemBon d’achatCarte cadeauAvoir reçu par e-mail. À noter, il n’est pas possible de cumuler un bon d’achat et une carte cadeau ou un avoir lors d’un paiement sur Internet. De plus, si le montant du bon d’achat, de la carte cadeau ou de l’avoir ne couvre pas le montant total de la commande, le paiement de la différence par carte bancaire ne peut pas être inférieur à 1 €.
Commande et Paiement;Quels sont les moyens de paiement en magasin ?;Une commande effectuée en magasin peut être réglée par : Carte bancaireVirement bancaireChèqueEspècesCrédit CetelemChèque cadeau (Tir groupé, Cadhoc, CADO, Infini, Horizon, Wedogift, Illicado) Bon d’achatCarte cadeauAvoir retiré en magasin ou reçu par e-mail. Tous les moyens de paiement sont cumulables. À noter, si le montant du bon d’achat, de la carte cadeau ou de l’avoir ne couvre pas le montant total de la commande, le paiement de la différence par carte bancaire ne peut pas être inférieur à 1 €. 
Commande et Paiement;J’ai besoin d’une facture.;Le ticket de caisse remis en magasin peut faire office de facture. Toutefois, si vous souhaitez votre facture, nous vous invitons à vous rendre dans votre magasin pour demander son édition. Vous avez fait votre achat sur Internet ? Votre facture est téléchargeable depuis votre espace client en vous rendant dans la rubrique Mes commandes puis Voir le détail. 
Commande et Paiement;Pour quelle raison mon paiement par carte bancaire a-t-il échoué ?;Lorsque vous effectuez un paiement par carte bancaire, un contrôle est effectué pour des raisons de sécurité. Plusieurs raisons peuvent expliquer un refus lors de votre paiement. Nous vous invitons à contacter directement votre banque afin d’avoir de plus amples informations sur les conditions de transaction lors d’un achat sur Internet. De plus, notre site est sécurisé avec la technologie 3D SECURE. Votre banque peut vous envoyer un code par SMS à saisir lors de la transaction bancaire pour vérifier que vous êtes bien le détenteur de la carte. Si vous ne le recevez pas, merci de vous renseigner directement auprès de votre banque. Appelez-nous au 0805 98 12 90 et tapez 2 pour être mis en relation avec notre service vente. Des conseillers pourront vous accompagner en direct dans la validation de votre commande.
Commande et Paiement;J'ai besoin d'information sur mon crédit Cetelem.;Pour les commandes passées sur notre site, vous pouvez contacter l'organisme de crédit Cetelem au 0820 20 40 29. Pour les commandes passées en magasin, vous pouvez contacter l'organisme de crédit Cetelem au 0820 00 99 00.
Commande et Paiement;J'ai passé une commande avec un crédit Cetelem et je ne la vois pas dans mon compte client.;Pas de panique, tout est normal ! La commande sera visible dès que Cetelem nous aura confirmé la prise en charge de votre crédit.
Commande et Paiement;J'ai passé une commande par virement mais j'ai omis de renseigner mon numéro de commande.;Rassurez-vous, notre service comptabilité est en mesure de retrouver une commande depuis un virement reçu. Cela prendra juste un délai supplémentaire pour valider votre paiement, le temps de faire des recherches.
Commande et Paiement;Mon paiement se fait-il de façon sécurisée ?;"Maisons Du Monde prend très au sérieux la sécurité de vos données et utilise le protocole de sécurité SSL. Vos données personnelles et votre moyen de paiement sont cryptés entre votre navigateur et notre solution de paiement Be2Bill / Dalenys. Dès que vous passez une commande sur notre site Internet, l’URL commence par ""https"", ce qui signifie que vous êtes connecté à notre serveur sécurisé. Plusieurs navigateurs mettent en évidence ce type de connexion par un cadenas fermé ou une clé."
Carte cadeau, avoir et bon d'achat;Je n'arrive pas à utiliser ma carte cadeau.;Pas de panique ! Vous pouvez nous appeler au 0805 98 12 90 et être mis en relation avec notre service vente en tapant 2. Nos conseillers pourront valider votre commande à distance. Quelques points bloquants peuvent être vérifiés pour l’utilisation d’une carte cadeau : La carte cadeau est utilisable uniquement sur le site français (hors version mobile) et dans tous les magasins du pays (hors corners Printemps et franchisés). Suite à une commande non aboutie sur Internet, la carte cadeau est désactivée pendant 2h. Il n’est pas possible de valider une nouvelle commande avec cette même carte durant ce temps. Il vous suffit de repasser la commande au bout de 2h ! Le délai d’activation d’une carte cadeau achetée en magasin est de 24h après l’achat. Elle ne peut être achetée, offerte et utilisée le même jour. Sur Internet, il n’est pas possible d’utiliser plus de cinq cartes cadeaux pour une même commande et pour un montant supérieur à 3 000 €. De plus, une carte cadeau n'est pas cumulable avec un bon d'achat. Si le montant de la carte cadeau ne couvre pas le montant total de la commande, le paiement de la différence par carte bancaire ne peut pas être inférieur à 1 €. Si malgré toutes ces vérifications, vous n’arrivez toujours pas à utiliser votre carte cadeau, contactez le Service Client par ici. 
Carte cadeau, avoir et bon d'achat;Comment utiliser ma carte cadeau ?;La carte cadeau est valable 1 an sur le site français (hors version mobile) et dans tous les magasins du pays (hors corners Printemps et franchisés). Sur Internet, il vous suffit de cliquer sur Utiliser une carte cadeau à l’étape Paiement de la validation de commande puis de cocher Carte cadeau. Vous devez alors saisir les numéros sous le code barre et le code de sécurité (à gratter au dos de la carte pour les cartes cadeaux achetées en magasin). Pour un achat en magasin, c’est encore plus simple ! Il vous suffit de présenter la carte cadeau en caisse lors du paiement.La carte cadeau est sécable et cumulable avec tout autre moyen de paiement (sauf bons d'achat pour les commandes sur Internet). À noter, sur Internet, vous ne pouvez pas utiliser plus de cinq cartes cadeaux pour une même commande et pour un montant maximum de 3000 €. 
Carte cadeau, avoir et bon d'achat;J'ai perdu ma carte cadeau.;En cas de perte ou de vol, nous ne sommes malheureusement pas en mesure de procéder ni à l'échange ni au remboursement de votre carte cadeau. Conservez-la précieusement !Ces conditions sont mentionnées en bas de la page Offrir une carte cadeau ainsi que dans l'article 5.1.6 Paiement par carte cadeau de nos conditions générales de vente. 
Carte cadeau, avoir et bon d'achat;J’ai besoin d’une facture suite à l’achat d’une carte cadeau sur Internet.;Sur demande, notre service comptabilité peut éditer une facture pour l’achat d’une carte cadeau sur Internet. Pour ce faire, contactez le Service Client par ici.
Carte cadeau, avoir et bon d'achat;Je n'ai pas reçu ma carte cadeau commandée sur Internet.;Avez-vous bien pensé à vérifier vos e-mails indésirables ? Si notre e-mail ne s’y trouve pas, pas de panique ! Votre carte cadeau est disponible en téléchargement depuis votre compte client. Pour ce faire, rendez-vous sur Mon compte, puis sur Mes cartes cadeaux et avantages et cliquez sur le bouton Télécharger.Si votre commande de carte cadeau n'est pas visible depuis le compte client, contactez le Service Client par ici. 
Carte cadeau, avoir et bon d'achat;Je souhaite offrir une carte cadeau.;Il est possible de passer commande d’une carte cadeau depuis notre site Internet. Tapez carte cadeau dans la barre de recherche et laissez-vous guider ! Elle est personnalisable et envoyée par e-mail sous 24h. À noter, le paiement se fait uniquement par carte bancaire. Vous pouvez également acheter une carte cadeau en magasin (hors corners Printemps et franchisés). Le montant est libre de 20 € à 999 €. À noter, les magasins n'autorisent pas les paiements par chèque ou virement pour les cartes cadeaux.
Carte cadeau, avoir et bon d'achat;Comment consulter le solde de ma carte cadeau ?;Il est possible de consulter le solde et la date de validité de votre carte cadeau depuis notre site Internet. Et pour les prochaines fois, voici le chemin ! Tapez carte cadeau dans la barre de recherche et cliquez sur J’ai déjà une carte. Renseignez le numéro de votre carte cadeau (la suite de numéros sous le code barre) et le tour est joué. 
Carte cadeau, avoir et bon d'achat;J’ai des questions sur ma carte cadeau achetée avec mon Comité d’Entreprise (CE) et valable chez Maisons du Monde.;Les demandes pour une carte cadeau achetée via votre CE doivent être adressées directement au revendeur en question. 
Carte cadeau, avoir et bon d'achat;Je n’arrive pas à utiliser mon avoir.;Pas de panique ! Vous pouvez nous appeler au 0805 98 12 90 et être mis en relation avec notre service vente en tapant 2. Nos conseillers pourront valider votre commande à distance. Quelques points bloquants peuvent être vérifiés pour l’utilisation d’un avoir : L’avoir est utilisable uniquement sur le site français (hors version mobile) et dans tous les magasins du pays (hors corners et franchisés). Attention, un avoir retiré en magasin est utilisable uniquement en magasin. Suite à une commande non aboutie sur Internet, l’avoir est désactivé pendant 2h. Il n’est pas possible de valider une nouvelle commande avec ce même avoir durant ce temps. Il vous suffit de repasser la commande au bout de 2h ! Sur Internet, il n’est pas possible d’utiliser plus d’un avoir pour une même commande et pour un montant supérieur à 3 000 €. De plus, un avoir n'est pas cumulable avec un bon d'achat. Si le montant de l’avoir ne couvre pas le montant total de la commande, le paiement de la différence par carte bancaire ne peut pas être inférieur à 1 €. Si malgré toutes ces vérifications, vous n’arrivez toujours pas à utiliser votre avoir, adressez une demande au Service Client par ici.
Carte cadeau, avoir et bon d'achat;Quelles sont les modalités d’utilisation de mon avoir ?;L’avoir retiré en magasin est valable 2 ans dans tous les magasins français (hors corners Printemps et franchisés). L’avoir reçu par e-mail est valable 1 an sur le site français (hors version mobile) et dans tous les magasins du pays (hors corners Printemps et franchisés). Sur Internet, il vous suffit de cliquer sur Utiliser un avoir à l’étape Paiement de la validation de commande puis de cocher Avoir. Vous devez alors saisir les numéros sous le code barre et le code de sécurité.Pour un achat en magasin, c’est encore plus simple ! Il vous suffit de présenter l’avoir en caisse lors du paiement.L’avoir est sécable et cumulable avec tout autre moyen de paiement (sauf bon d’achat pour les commandes Internet). À noter, sur Internet, vous ne pouvez pas utiliser plus d’un avoir par commande et pour un montant maximum de 3000 €. 
Carte cadeau, avoir et bon d'achat;Je n'ai pas reçu mon avoir suite à une commande Internet.;Votre avoir est envoyé par e-mail dans un délai de 72h. Passé ce délai, si vous n’avez toujours rien reçu, pensez à bien vérifier vos courriers indésirables. Votre avoir est également disponible en téléchargement depuis votre compte client. Pour ce faire, rendez-vous sur Mon compte, puis sur Mes cartes cadeaux et avantages et cliquez sur le bouton Télécharger. Si votre avoir ne s’y trouve pas, pas de panique ! Nous pouvons vous renvoyer un duplicata par e-mail. Adressez une demande au Service Client par ici. 
Carte cadeau, avoir et bon d'achat;Comment consulter le solde de mon avoir ?;Il est possible de consulter le solde et la date de validité de votre avoir, reçu par e-mail, depuis notre site Internet. Et pour les prochaines fois, voici le chemin ! Tapez carte cadeau dans la barre de recherche et cliquez sur J’ai déjà une carte. Renseignez le numéro de votre avoir (la suite de numéros sous le code barre) et le tour est joué. Le solde de votre avoir est consultable directement sur le ticket remis par le magasin. 
Carte cadeau, avoir et bon d'achat;Comment vais-je recevoir mon avoir ?;Votre avoir est à retirer directement en magasin, muni de votre ticket de caisse et d’une pièce d’identité. Vous pouvez vous présenter en magasin 48h après la reprise de votre article à votre domicile ou 6 jours après le retour de votre article en entrepôt.Et si vous n’avez pas encore été livré, vous pouvez retirer votre avoir 48h après sa validation par nos services. Vous recevez votre avoir par e-mail 72h après la reprise de votre article à votre domicile ou 6 jours après le retour de votre article en entrepôt. Et si vous n’avez pas encore été livré, vous recevrez votre avoir 72h après sa validation par nos services. Pensez à bien vérifier vos courriers indésirables !
Carte cadeau, avoir et bon d'achat;J'ai perdu mon avoir.;Pas de panique, votre avoir est disponible en téléchargement depuis votre compte client. Pour ce faire, rendez-vous sur Mon compte, puis sur Mes cartes cadeaux et avantages et cliquez sur le bouton Télécharger. A noter, en cas de vol, votre avoir ne peut être échangé contre de l’argent. Cette condition est mentionnée en bas de celui-ci. Malheureusement, en cas de perte ou de vol, un avoir magasin ne peut être dupliqué ou remboursé. 
Carte cadeau, avoir et bon d'achat;Comment utiliser mon bon d'achat ?;Le bon d’achat est valable 1 an sur le site français (hors version mobile) et dans tous les magasins du pays (hors corners et franchisés). Sur Internet, il vous suffit de cliquer sur Utiliser un bon d’achat à l’étape Paiement de la validation de commande puis de cocher Bon d’achat. Vous devez alors saisir les numéros sous le code barre et le code de sécurité.Pour un achat en magasin, c’est encore plus simple ! Il vous suffit de présenter le bon d’achat en caisse lors du paiement.Le bon d’achat est utilisable en une seule fois et cumulable avec tout autre moyen de paiement (sauf cartes cadeaux et avoirs pour les commandes sur Internet). À noter, sur Internet, vous ne pouvez pas utiliser plus de cinq bons d’achat pour une même commande et pour un montant maximum de 3000 €. 
Carte cadeau, avoir et bon d'achat;Je n'arrive pas à utiliser mon bon d’achat.;Pas de panique ! Vous pouvez nous appeler au 0805 98 12 90 et être mis en relation avec notre service vente en tapant 2. Nos conseillers pourront valider votre commande à distance. Quelques points bloquants peuvent être vérifiés pour l’utilisation d’un bon d’achat : Le bon d’achat est utilisable uniquement sur le site français (hors version mobile) et dans tous les magasins du pays (hors corners et franchisés). Suite à une commande non aboutie sur Internet, le bon d’achat est désactivé pendant 2h. Il n’est pas possible de valider une nouvelle commande avec ce même bon d’achat durant ce temps. Il vous suffit de repasser la commande au bout de 2h ! Sur Internet, il n’est pas possible d’utiliser plus de cinq bons d’achat pour une même commande et pour un montant supérieur à 3 000 €. De plus, un bon d’achat n’est pas cumulable avec une carte cadeau ou un avoir. Si le montant du bon d’achat ne couvre pas le montant total de la commande, le paiement de la différence par carte bancaire ne peut pas être inférieur à 1 €. Si malgré toutes ces vérifications, vous n’arrivez toujours pas à utiliser votre bon d’achat, contactez le Service Client par ici.
Carte cadeau, avoir et bon d'achat;Je n'ai pas reçu mon bon d’achat.;Votre bon d’achat peut être envoyé : par e-mail dans un délai de 48h. Pensez à bien vérifier vos courriers indésirables ! par courrier, à l'adresse de facturation, sous 8 jours ouvrés. Passé ce délai, si vous n'avez toujours rien reçu, pas de panique ! Votre bon d'achat est disponible en téléchargement depuis votre compte client. Pour ce faire, rendez-vous sur Mon compte, puis sur Mes cartes cadeaux et avantages et cliquez sur le bouton Télécharger. Si votre bon d'achat n'est pas visible sur le compte client, ou si vous avez passé commande en magasin et que vous n'avez pas de compte client, adressez une demande au Service Client par ici. 
Carte cadeau, avoir et bon d'achat;Comment consulter la validité de mon bon d’achat ?;Il est possible de consulter la date de validité de votre bon d’achat depuis notre site Internet. Et pour les prochaines fois, voici le chemin ! Tapez carte cadeau dans la barre de recherche et cliquez sur J’ai déjà une carte. Renseignez le numéro de votre bon d'achat (la suite de numéros sous le code barre) et le tour est joué. Pour rappel, le bon d'achat est utilisable en une seule fois.
Carte cadeau, avoir et bon d'achat;J'ai perdu mon bon d'achat.;Pas de panique, votre bon d'achat est disponible en téléchargement depuis votre compte client. Pour ce faire, rendez-vous sur Mon compte, puis sur Mes cartes cadeaux et avantages et cliquez sur le bouton Télécharger. Si vous avez passé commande en magasin et que vous n'avez pas de compte client, nous pouvons vous renvoyer par e-mail ou courrier un duplicata si votre bon d’achat est toujours valide et non utilisé. Adressez une demande au Service Client par ici. A noter, votre bon d’achat ne peut être échangé contre de l’argent. Cette condition est mentionnée en bas du bon d’achat.
Mon Compte et Informations personnelles;J'ai passé une commande en magasin et je souhaite activer mon compte client.;Après avoir passé une commande en magasin, vous recevrez un mail à l’adresse renseignée lors de votre commande afin de créer votre mot de passe : Vous n’avez pas reçu ce mail ou vous n’y avez plus accès ? Aucun problème ! Vous pouvez également activer votre compte client via l'option Mot de passe oublié de notre site web et accéder ainsi au suivi de votre commande. Pour ce faire, rien de plus simple ! Cliquez sur le lien ci-dessous : Vous pouvez alors saisir l’adresse e-mail renseignée lors de votre commande puis cliquer sur Valider. Vous recevrez ainsi un lien de réinitialisation par mail. Il ne vous reste plus qu’à choisir votre mot de passe, et le tour est joué ! 
Mon Compte et Informations personnelles;Comment puis-je exercer mes droits en matière de protection de mes données personnelles ?;Conformément au Règlement (UE) 2016/679 du parlement Européen et du Conseil du 27 avril 2016, vous disposez d’un droit d’accès, de rectification, d’effacement et d’opposition de vos données personnelles ainsi qu’un droit à la limitation et à la portabilité de vos données. Vous pouvez exercer vos droits en nous contactant ici. Si vous avez créé un compte client, vous pouvez à tout moment consulter vos informations personnelles et les rectifier. Pour cela, rendez-vous sur Mon compte et identifiez-vous. Cliquez sur Mes Infos Personnelles pour apporter des modifications à votre profil ou carnet d'adresses. 
Mon Compte et Informations personnelles;Existe-il une carte de fidélité Maisons du Monde ?;Vous pouvez adhérer à notre Programme Privilège depuis nos magasins. Notre programme Privilège prolonge d’un an la garantie commerciale de tous les meubles (hors sommiers et matelas). Vous bénéficiez également d’un délai de rétractation prolongé à 60 jours pour nous retourner vos achats réalisés en magasin (hors meubles et commandes). Aucune carte ne vous sera remise. Il vous suffit juste de renseigner votre nom et code postal lors de votre passage en caisse ! Être client Privilège, c'est également recevoir en exclusivité une invitation pour profiter de toutes nos Ventes Privées (en magasin et sur internet).
Mon Compte et Informations personnelles;J'ai changé d'adresse e-mail, comment dois-je faire pour continuer à utiliser mon compte ?;Pour changer votre adresse e-mail, c'est très simple. Depuis votre compte client, rendez-vous dans la rubrique Mes infos personnelles puis Mon profil pour modifier vos identifiants de connexion. 
Mon Compte et Informations personnelles;Comment me désabonner de la newsletter ?;Si vous ne souhaitez plus être informé des dernières nouveautés de Maisons du Monde, il vous suffit de cliquer sur le lien présent en bas de chacune de nos newsletters.Vous pouvez également vous connecter à votre compte client puis cliquer sur Mes Infos personnelles puis Alertes & actus. Il vous suffira alors de faire glisser le curseur correspondant pour ne plus recevoir nos e-mails, SMS et courriers.
Mon Compte et Informations personnelles;J'ai oublié mon mot de passe, que dois-je faire ?;Pas de panique ! Nous pouvons réinitialiser votre mot de passe. Pour ce faire, cliquez sur le lien ci-dessous et laissez-vous guider. À noter, pour que votre nouveau mot de passe soit le plus sécurisé possible, il doit contenir au minimum : 8 caractèresUne majusculeUne minusculeUn caractère spécial (!@#$%)Un chiffre
Mon Compte et Informations personnelles;Comment m'abonner à la newsletter ?;Vous pouvez vous abonner à notre newsletter à tout moment pour connaître nos nouveautés et nos actualités. Pour ce faire, deux solutions : Lors de votre création de compte, cochez la case J'accepte d'être informé des nouveautés de Maisons du Monde. Vous pouvez à tout moment retourner dans votre compte pour vous désabonner. Cliquez sur le lien ci-dessous pour vous inscrire à notre newsletter et laissez-vous guider ! 
Mon Compte et Informations personnelles;Comment participer aux Ventes Privées ?;Il est possible de vous inscrire, à tout moment, sur notre site internet pour recevoir votre invitation à nos prochaines Ventes Privées (valable en magasin et sur internet). Vous pouvez également adhérer à notre programme Privilège et bénéficier ainsi de ces remises avantageuses et exclusives avant chaque période de soldes !
Mon Compte et Informations personnelles;Comment nous contacter ?;Adressez votre demande au service client depuis le formulaire adéquat. Si vous avez reçu un article abîmé, cliquez ici.Si un défaut vient d’apparaître sur votre article, cliquez ici. Si vous souhaitez modifier votre adresse de livraison, cliquez ici.Si votre commande est incomplète, cliquez ici.Si votre colis a été retourné à l’expéditeur, cliquez ici. Si vous souhaitez exercer vos droits en matière de protection des données personnelles, cliquez ici. Si vous êtes dans l’attente de votre remboursement, cliquez ici. Si vous n’arrivez pas à utiliser votre carte cadeau, cliquez ici.Si vous n’avez pas reçu votre carte cadeau commandée sur Internet, cliquez ici.Si vous avez besoin d’une facture suite à l’achat d’une carte cadeau sur Internet, cliquez ici. Si vous n’arrivez pas à utiliser votre avoir, cliquez ici.Si vous n’avez pas reçu votre avoir suite à une commande Internet, cliquez ici. Si vous n’arrivez pas à utiliser votre bon d’achat, cliquez ici.Si vous n’avez pas reçu votre bon d’achat, cliquez ici.Si vous avez perdu votre bon d’achat, cliquez ici. Notre service de vente à distance est joignable par téléphone de 9h à 18h, du lundi au vendredi. Appelez-nous au 0805 98 12 90 et tapez 2 pour être mis en relation avec nos vendeurs. Ils pourront vous informer sur nos produits et vous accompagner en direct dans vos choix. Vous pouvez aussi vous rendre dans un de nos magasins où nos vendeurs seront heureux de vous accueillir et de vous conseiller pour un devis ou pour passer commande. Notre service est joignable par téléphone de 9h à 18h, du lundi au vendredi. Appelez-nous au 02 51 79 79 71 pour être mis en relation avec nos conseillers. 
Mon Compte et Informations personnelles;Je souhaite consulter vos offres de recrutement ou postuler à une annonce.;Pour consulter toutes nos offres de travail ou de stage, rendez-vous en bas de page de notre site internet, dans la rubrique En recherche d’emploi : consultez nos offres. Vous pourrez y découvrir toutes nos annonces de recrutement, en magasin ou au siège, et déposer votre candidature via notre formulaire. Management, graphisme, merchandising… Il y en a pour toutes les compétences ! 
Responsabilité Sociétale des Entreprises;Où vos produits sont-ils fabriqués ?;Nos produits sont ainsi principalement fabriqués dans 4 pays : la Chine, l’Inde, le Vietnam et la France où la majeure partie de nos canapés en revêtement coton et lin est produite. Nos collections reposent sur la variété des tendances inspirées du monde entier et sont conçues selon un processus semi-artisanal, pour allier styles, accessibilité en prix et qualité. Pour cela, nous travaillons avec des fournisseurs répondant à nos exigences, dans une relation d’étroite collaboration dès la conception du produit. Quel que soit le pays de production, nous nous assurons le respect des conditions sociales et réglementaires et conservons les mêmes exigences en matière de qualité des produits. Pour en savoir plus sur la provenance du produit qui vous intéresse, nous vous invitons à consulter sa fiche produit disponible sur maisonsdumonde.com : le lieu de fabrication y est renseigné. 
Responsabilité Sociétale des Entreprises;Quelles sont vos exigences envers vos fournisseurs ?;Dès la signature du contrat, nos fournisseurs s’engagent à respecter les règlementations européennes sur la traçabilité du bois (RBUE), sur les substances chimiques (REACh) et des standards internationaux en matière de droit du travail. Ils doivent également signer notre cahier des charges substances et notre code de conduite. Les fournisseurs sont susceptibles d’être audités sur le respect de ces conditions, notamment sur la santé et la sécurité des salariés dans leurs usines. Des plans de progrès peuvent ensuite être mis en place selon les besoins et sont suivis et contrôlés par nos équipes locales. Si un fournisseur ne respecte pas ses engagements, nous pouvons engager une procédure de désengagement conformément à nos procédures définies en interne. Ce dernier porte sur les conditions sociales et environnementales et s’appuie notamment sur les principes de la Déclaration Universelle des droits de l'Homme, de la Convention Internationale relative aux Droits de l’enfant et des principales conventions de l’Organisation Internationale du Travail. Nous accompagnons nos fournisseurs sur le long terme dans le développement de leur activité et nous les aidons à progresser sur les conditions sociales et environnementales. Des formations sur ces enjeux sont ainsi organisées pour eux chaque année. 
Responsabilité Sociétale des Entreprises;Que mentionne votre code de conduite fournisseurs ?;Notre code de conduite fournisseurs, mis à jour de manière régulière couvre l’ensemble de nos exigences sociales et environnementales. Il s’appuie notamment sur les principes de la Déclaration Universelle des droits de l'Homme, de la Convention Internationale relative aux Droits de l’enfant et des principales conventions de l’Organisation Internationale du Travail.
Responsabilité Sociétale des Entreprises;D’où provient le bois utilisé dans vos produits ?;Les bois que nous utilisons le plus sont le Manguier et le Sheesham. Ils représentent 20% de nos meubles en bois et proviennent d’Inde. Ensuite, le Chêne que nous utilisons provient de France, le Pin de Nouvelle-Zélande, le Sapin de Chine et le Teck d’Indonésie. Ce dernier est issu de plantations gérées durablement (labellisation FSC) à Java. L’origine du bois utilisé dans chaque produit ainsi que les labels sont d’ailleurs mentionnés dans leur fiche produit disponible sur maisonsdumonde.com. La traçabilité du bois étant une exigence forte de Maisons du Monde, nous faisons progresser chaque année nos références certifiées ou tracées en partenariat avec nos fournisseurs. L’ensemble des nouveaux produits que nous développons doit notamment utiliser du bois responsable, certifié ou tracé. 
Responsabilité Sociétale des Entreprises;Que faites-vous pour vous assurer que vos produits en bois ne contribuent pas à la déforestation ?;Conformément à la réglementation européenne, Maisons du Monde a mis en place un process interne pour vérifier qu’aucun de ses produits ne provient d’un sourcing illégal ou participant à la déforestation. Au-delà de la réglementation, Maisons du Monde place la durabilité de la ressource en bois au cœur de son engagement. 
Responsabilité Sociétale des Entreprises;Quels sont les labels utilisés pour garantir la gestion responsable des forêts et de la ressource en bois ?;D’abord, nous garantissons sur l’ensemble de nos produits une traçabilité complète du bois utilisé pour nous assurer qu’aucun produit n’est issu d’une coupe illégale ou liée à la déforestation. Ensuite, la mise en avant de notre offre responsable passe aujourd’hui par le travail avec des organismes indépendants visibles à travers : Les labels FSC® et PEFCTM qui garantissent la gestion durable des forêts et effectuent des contrôles sur l’ensemble de la chaîne d’approvisionnement. Nous sommes conscients des difficultés liées à la traçabilité des labels et c’est pour cela que nous exerçons un droit de regard sur ces certifications. Nous vérifions systématiquement les approvisionnements de nos fournisseurs et, en cas de doute, menons une double vérification avec l’ONG « Earthworm » pour nous assurer de la traçabilité tout au long de la chaîne. Notre label « bois traçé » développé pour nos produits en bois d’origine indienne avec l’aide d’une ONG appelée « Earthworm » qui garantit par des audits la traçabilité complète des bois utilisés et la gestion durable de la ressource. Ces produits sont accompagnés d’un QR code qui permet de retrouver toutes les informations sur l’origine du bois et les étapes de fabrication du produit.
Responsabilité Sociétale des Entreprises;Comment sont contrôlées les substances chimiques utilisées pour le traitement du textile ?;Le traitement du textile est un enjeu environnemental et de sécurité des utilisateurs. Nous sommes particulièrement vigilants à ces questions et aux substances chimiques utilisées dans les produits. Chaque année, nous faisons réaliser par des laboratoires indépendants des prélèvements sur ces lignes de production ainsi que des auto-contrôles afin de nous assurer de la conformité de nos produits à nos exigences et à la réglementation REACh. 
Responsabilité Sociétale des Entreprises;Quel est l’engagement de Maisons du Monde pour réduire les impacts sociaux et environnementaux liés à la production de coton ?;Nous avons lancé un plan d’action pour accroître nos approvisionnements certifiés issus de sources durables : coton issu de l’agriculture biologique, certifié GOTS (naturel et biologique) ou coton recyclé. Ainsi, les revêtements de nos canapés « éco-conçus » Falkor et Koncept intègrent du textile recyclé issu de chutes de production et de déchets textiles. Et ce n’est qu’un début, de plus en plus de produits incluant du textile labellisé seront intégrés à nos collections à partir de 2020. Les labels et garanties seront affichées sur les fiches produits disponibles sur maisonsdumonde.com. En parallèle, nous développons le standard Oeko-Tex qui permet de garantir qu’aucune substance chimique dangereuse n’est présente dans le produit. Certaines régions de production de coton étant particulièrement montrées du doigt, nous nous engageons à ne pas utiliser de coton qui en provient (Ouzbékistan, zone Turquo-Syrienne). Plus de 90% de nos fournisseurs de produits textiles (hors canapés) sont ainsi situés en Inde et en Chine et leurs approvisionnements sont majoritairement locaux. Nous veillons toujours à ce que nos fournisseurs respectent nos exigences de sécurité des produits et de normes sociales. 
Responsabilité Sociétale des Entreprises;Quelles matières d’origine animale utilisez-vous ?;Aucune fourrure animale n’est utilisée dans nos produits. Les seuls produits d’origine animale que nous distribuons sont les produits en cuir, peau de mouton, peau de vache, peau de chèvre, plumes ou os. Pour ces produits, nous privilégions ceux issus de l’industrie de la viande et traçons l’ensemble des matières d’origine animale pour contrôler strictement le respect des réglementations. Par ailleurs, près des trois quarts de nos produits rembourrés sont couverts par la certification RDS (Responsible Down Standard) garantissant la traçabilité complète des plumes utilisées et le respect des standards de bien-être animal.
